Frame,Knee_Angle,Hip_Angle
0,-1.0011036376032365,0.4195815478535429
1,0.030313030690594545,1.225801179439025
2,1.0684571057583396,2.064175711114886
3,2.1251864160585434,2.950727829783055
4,3.2129486703314583,3.9021301801069717
5,4.344342335803278,4.9351692454045315
6,5.5316967851859316,6.066224911009783
7,6.78668651076536,7.310784576295026
8,8.11999073738612,8.683005838895724
9,9.541006458221531,10.195336976360519
10,11.057619765833316,11.858200007721097
11,12.676037427927696,13.67973777578321
12,14.4006780072385,15.665625104667196
13,16.234119342214974,17.81894440803951
14,18.17709681858696,20.140126597921554
15,20.228544866459202,22.62695735741672
16,22.385673087255714,25.274646668853194
17,24.64406870937578,28.07595671875306
18,26.997818482984524,31.021380704718116
19,29.439644944787606,34.09936303054517
20,31.961053427042163,37.29655007210704
21,34.55248690107507,40.598060322165026
22,37.20348599962089,43.9877634086417
23,39.90285183709378,47.44855907855474
24,42.638809615250885,50.96264927934392
25,45.399171092631974,54.51179831938383
26,48.171493609825355,58.077577256806165
27,50.94323265796305,61.64158908842101
28,53.70188411661546,65.1856713456733
29,56.4351115383297,68.69207283680342
30,59.13085380750075,72.14360183557613
31,61.77740951153365,75.523744080741
32,64.3634961325891,78.81675043402312
33,66.8782842532855,82.00769583239777
34,69.31140925727125,85.08251301823593
35,71.65296531347165,88.02800593101433
36,73.89348810674088,90.83184807476033
37,76.02393314992709,93.48257066654278
38,78.03565554699104,95.96954462430486
39,79.92039538801748,98.28296007625532
40,81.67027136696872,100.41380689989967
41,83.27778421288212,102.35385931092779
42,84.73583096840561,104.09566665939363
43,86.03773056578835,105.63255168620866
44,87.17726035334645,106.95861669480568
45,88.14870237798029,108.06875724565785
46,88.94689741398024,108.95868198539412
47,89.5673038836963,109.62493626310406
48,90.00605811231438,110.06492663038613
49,90.26003217149518,110.2769435198964
50,90.32688601231128,110.26018043128661
51,90.20511147578905,110.0147493298237
52,89.89406689634436,109.54169282323122
53,89.39400220481289,108.84299365040809
54,88.70607550704376,107.92158154179454
55,87.83236289025253,106.78133710273762
56,86.77586344574247,105.42709193556158
57,85.54050093249658,103.86462356407911
58,84.13112220148969,102.10064324741568
59,82.55349098898078,100.14277502927035
60,80.8142747239167,97.9995253127482
61,78.92102206662359,95.68024332879013
62,76.88212984716016,93.1950736437311
63,74.70679924725455,90.55490220433019
64,72.4049818840199,87.77129741486341
65,69.98731686228018,84.85644754239658
66,67.46506029318896,81.82309549059758
67,64.85000950001739,78.68447173427154
68,62.15442481434247,75.45422602775028
69,59.39095184809627,72.14635844233689
70,56.572545932948444,68.77515026739815
71,53.712398136888154,65.35509510888521
72,50.82385977107389,61.9008300892245
73,47.9203608930225,58.42706672366729
74,45.015318863858155,54.948521099175814
75,42.122035370690305,51.479843018202054
76,39.253583398617764,48.03554308386281
77,36.42268800923904,44.62991545782389
78,33.641605527134715,41.27695339460795
79,30.922005089679704,37.990255420700244
80,28.274855624069442,34.782921647475625
81,25.710321043046616,31.667441172239755
82,23.237666610555006,28.655572500003107
83,20.865179361677622,25.758219780622362
84,18.600104932003816,22.98530871985067
85,16.44860228992694,20.345667036589514
86,14.415716746944588,17.84691463580828
87,12.505370391586759,15.49536785632781
88,10.720368031647235,13.295960696611077
89,9.06241589965293,11.252184796762734
90,7.532149733736989,9.3660496738328
91,6.129168726622264,7.6380649110429575
92,4.852072721717428,6.067246034370223
93,3.6985018033269133,4.6511454402325105
94,2.665179274440487,3.3859091145914935
95,1.7479601546770351,2.2663590022486213
96,0.9418874714259723,1.2860995972000822
97,0.24125791592393617,0.43764583721260614
98,-0.36030257675117244,-0.28743171225066044
99,-0.8697534503369818,-0.8983486577786784
