Frame,Knee_Angle,Hip_Angle
0,-1.9209103902377733,-1.8101800918871795
1,-0.9269231877004307,-0.764707039021541
2,0.08787951679252375,0.31126860320291266
3,1.1304452549811501,1.4304601294573338
4,2.2088281947609065,2.6065080154614493
5,3.331950810076341,3.8535521743201713
6,4.5093355894805285,5.185787587106321
7,5.7508156276915665,6.617019823026082
8,7.0662317522539,8.16023631326357
9,8.465123052655585,9.82720793257124
10,9.956417784643861,11.62813364000705
11,11.54813239651824,13.571338663133638
12,13.247087370764898,15.66303392820621
13,15.058649229212186,17.9071410871127
14,16.986508057447878,20.30518390024263
15,19.032499129100106,22.8562437836491
16,21.196475774871402,25.556975529884213
17,23.476238712263395,28.401677928888347
18,25.86752466945121,31.382412454468803
19,28.364054329992346,34.48916174196353
20,30.957636586198937,37.71001932176848
21,33.63832320705576,41.03140319457557
22,36.39460575944204,44.43828742046869
23,39.2136451533647,47.91444684192532
24,42.081523287381785,51.442709917891904
25,44.9835058248158,55.005213919071224
26,47.904305496371535,58.583656494815564
27,50.8283368072202,62.159538412859504
28,53.739955213432786,65.7143934440902
29,56.62367580713726,69.23000186377749
30,59.464367703236434,72.6885837301631
31,62.24742083711032,76.0729678667559
32,64.95888243169553,79.36673315918384
33,67.5855615305024,82.55432042865388
34,70.11510187679914,85.6211152319803
35,72.5360256772897,88.5535039161046
36,74.83775263725043,91.33890680979859
37,77.01059955760535,93.96579336354378
38,79.0457659553581,96.42368414121518
39,80.93531112071184,98.70314381825897
40,82.67212779179778,100.79576808947355
41,84.24991678955483,102.69416598736518
42,85.66316541732617,104.39193778133004
43,86.90713071440112,105.88364783821915
44,87.977827205029,107.1647921232719
45,88.87201758653963,108.23176114673284
46,89.58720392029987,109.08180000050311
47,90.12161662626515,109.71296690536977
48,90.47419889933671,110.1240908262683
49,90.64458484983382,110.31472834814132
50,90.63307087006305,110.28512083751306
51,90.44058137954131,110.03615449882044
52,90.06863135542706,109.56932704032256
53,89.51928828087118,108.8867244477973
54,88.79513582012376,107.99101010012424
55,87.89924139690913,106.88542703240664
56,86.8351299279788,105.57381307694439
57,85.6067658173816,104.0606277338457
58,84.2185446691823,102.35098859333627
59,82.6752950724252,100.45071401901936
60,80.98228965088569,98.36636809446622
61,79.14526392070587,96.10530386109767
62,77.1704416159894,93.67570140381268
63,75.06456560066641,91.08659783604935
64,72.8349334391643,88.3479064011916
65,70.48943571211993,85.47042193136906
66,68.03659365472423,82.46581019375034
67,65.4855914531242,79.34657943119336
68,62.846298166625225,76.12603362139163
69,60.12927508713513,72.81820841531457
70,57.34576626784531,69.43779191145086
71,54.5076721361,66.00003269201972
72,51.627507519986295,62.520636564722295
73,48.71834556621066,59.01565192968741
74,45.79374810000295,55.50134298997468
75,42.867681472702166,51.994050834862
76,39.95441543127723,48.51004411148076
77,37.068401787676045,45.0653623972101
78,34.22413044082227,41.675655914742414
79,31.43596267753879,38.356025060054
80,28.71794464405462,35.12086262687033
81,26.083606084728736,31.98370072570784
82,23.54575034018528,28.957063549944912
83,21.11624174573913,26.05232699312783
84,18.805796777089288,23.27958699322448
85,16.62378571945563,20.647540001847528
86,14.578052076403493,18.163380503813176
87,12.674757344708862,15.832721495081127
88,10.918258915206174,13.659543852948808
89,9.311028016328505,11.646179392042445
90,7.853612595391954,9.793330199084055
91,6.544647717179228,8.100124018916496
92,5.380914368882928,6.564202600479339
93,4.3574463644886325,5.181837366695899
94,3.4676836427092965,3.9480646863932836
95,2.7036684302152345,2.8568317458095898
96,2.056278844464566,1.9011441871645216
97,1.5154928648746957,1.0732086196863553
98,1.0706741583664816,0.36456622294152535
99,0.7108696209617922,-0.23378322252036263
