Frame,Knee_Angle,Hip_Angle
0,-1.9744287460008338,-1.6025225377163295
1,-0.9312954775490331,-0.3714912258716969
2,0.12352057845796977,0.8731637635085959
3,1.19838850241788,2.1457684895378986
4,2.3026570826832704,3.4614289224348593
5,3.4463604821595153,4.835506611313905
6,4.639909066169008,6.28310825372201
7,5.893776554152649,7.818608513465071
8,7.2181931190393875,9.455221419028264
9,8.622852442776278,11.20463160562478
10,10.116639633452962,13.07669276345316
11,11.707386199656161,15.079196928162643
12,13.40165728907477,17.21771490033636
13,15.204574565379584,19.49550537135491
14,17.119675622039665,21.913488174317493
15,19.148808667523898,24.47027512989036
16,21.2920602220969,27.162250286797807
17,23.54771374428147,29.98369061354976
18,25.91223780749837,32.92691872297204
19,28.38030309617491,35.982480377088685
20,30.94482785766802,39.13934037194955
21,33.5970514896488,42.385090577334985
22,36.32663572594003,45.70616373892562
23,39.121792629662195,49.088046735361964
24,41.969438494135645,52.51548771910207
25,44.85537251623087,55.97269294902149
26,47.7644782061825,59.44351080932303
27,50.68094407822098,62.91160203973461
28,53.58849917628533,66.36059618716956
29,56.470658802266136,69.77423456812137
30,59.310975535884,73.13649974309166
31,62.093289460048126,76.43173110252951
32,64.8019699439765,79.64472619186951
33,67.422140476348,82.76082798602408
34,69.93987834596396,85.7659989449931
35,72.34238223157938,88.64688278648164
36,74.61810256075448,91.39085474527424
37,76.75683132360454,93.98606146312522
38,78.74974949122127,96.42145264587549
39,80.58943144256037,98.6868071536433
40,82.26980753805987,100.77275534145353
41,83.78608866695511,102.67079773558707
42,85.13465970810897,104.37331886642968
43,86.3129510284879,105.8735951046822
44,87.31929744341159,107.16579644923873
45,88.1527929294997,108.24498359551612
46,88.81314821166879,109.10710247704542
47,89.3005579816806,109.7489783981864
48,89.61558439144953,110.16831100833346
49,89.75906234102114,110.36367028769138
50,89.73202942863186,110.33449299016254
51,89.53568017949235,110.08107885801087
52,89.17134193197866,109.6045862306184
53,88.64046936494326,108.90702695938965
54,87.94465557628375,107.99126047859643
55,87.08565871342628,106.8609866471608
56,86.06544360252383,105.52073694465481
57,84.886237549561,103.97586382205094
58,83.55059889979549,102.23252822547013
59,82.06149641824646,100.29768530765003
60,80.42239703469318,98.17906812525827
61,78.63735859377391,95.8851688940215
62,76.71112291810846,93.42521725042639
63,74.64920336133599,90.80915492755274
64,72.45796081443969,88.04760643736182
65,70.1446629617518,85.1518459162051
66,67.71752306685696,82.13376093583368
67,65.18571627766468,79.00581431478503
68,62.55937312365198,75.78100473274586
69,59.84955120949896,72.47282658365172
70,57.0681866841482,69.0952291834865
71,54.22802684469837,65.66257502387303
72,51.34254456129319,62.18959603529087
73,48.42583440572627,58.69134596361867
74,45.49248977139148,55.18314644133605
75,42.55746039614271,51.68052423194202
76,39.63589087710226,48.19913689265381
77,36.74294270689274,44.75468342378381
78,33.89360424071285,41.36279594252421
79,31.102494140836487,38.0389088152182
80,28.383664182683933,34.79810315049156
81,25.75040704621128,31.654926978350026
82,23.215073883695514,28.623194779242592
83,20.788905176547694,25.715773629094564
84,18.48187714469711,22.94436573198268
85,16.302565295559454,20.31929776638474
86,14.258026887832601,17.849326837626187
87,12.353704960510187,15.54147187070876
88,10.593357422100173,13.400878367457361
89,8.97901478405156,11.430723411774926
90,7.510969485415237,9.632166339425154
91,6.187799016576654,8.004348464479172
92,5.006424473778889,6.54444286842746
93,3.962205394564462,5.247752934570646
94,3.0490704788962466,4.10785641356325
95,2.259682378870506,3.116790447169878
96,1.5856334437527713,2.2652719798340826
97,1.0176679645337,1.5429470133394365
98,0.5459247226581151,0.9386609799802879
99,0.1601914902668764,0.4407411337238053
