Frame,Knee_Angle,Hip_Angle
0,-3.2324462750433063,-2.627536639246347
1,-1.7861225833568604,-1.0793949002372432
2,-0.31783449933116237,0.5010217873831775
3,1.1829881371162236,2.126848818888514
4,2.72808669131443,3.812602026425591
5,4.329987591821061,5.573711073300422
6,6.001593512333237,7.42602468416524
7,7.755767005556464,9.385305811727333
8,9.604921682892243,11.466733071190964
9,11.560635061636441,13.684423026724994
10,13.63329503983598,16.050986630600367
11,15.831789171025184,18.577131981154267
12,18.163243408273917,21.271324252572896
13,20.63281503342392,24.13951189466509
14,23.243542696602148,27.184925620086734
15,25.996254585323857,30.40795328522109
16,28.889533726196337,33.80609027217131
17,31.919737224799164,37.3739621632196
18,35.08106386581022,41.10341431478179
19,38.3656624898737,44.98366088875927
20,41.76377282349003,49.00148396187202
21,45.263891142871586,53.141471994955296
22,48.8529543952966,57.386286702588926
23,52.51653721202507,61.71694846011887
24,56.23905661140249,66.11313249298861
25,60.00397961778488,70.55347017779839
26,63.79402962588813,75.01585075159858
27,67.59138793195535,79.47771836127953
28,71.37788741888588,83.916358586405
29,75.13519601991946,88.30916855382536
30,78.8449883649496,92.63390594430864
31,82.48910495047316,96.86891389112652
32,86.04969904554942,100.9933200218432
33,89.50937197966618,104.98720841420527
34,92.85129734592583,108.83176351700055
35,96.05933424544382,112.50938554348366
36,99.11812934343416,116.00377734400334
37,102.01320740442051,119.30000328041037
38,104.73105009858052,122.38452151808256
39,107.25916305902888,125.24519228852523
40,109.5861312493632,127.87126530665523
41,111.70166263665192,130.25334945120775
42,113.59662017608547,132.383367694007
43,115.26304250429004,134.2545006055208
44,116.69415452187046,135.86112239502916
45,117.88436983358542,137.1987339717982
46,118.82928728825671,138.26389770318383
47,119.52568338731263,139.05417810302353
48,119.97150140545884,139.56809124108918
49,120.16583724419418,139.80506341558925
50,120.10892156822543,139.76539763292413
51,119.8020975084187,139.45024578711022
52,119.24779310188202,138.8615852087029
53,118.4494879024977,138.00219952291053
54,117.41167390449328,136.8756645588195
55,116.13981186961496,135.48634022766336
56,114.64028512076624,133.83936923739643
57,112.92035350604267,131.94068340128766
58,110.98810992106449,129.79701787159408
59,108.85244026843195,127.4159326676725
60,106.52298576205254,124.80583951232961
61,104.0101051877781,121.97603069409797
62,101.32483458637954,118.93670599054258
63,98.478842383329,115.69899382531163
64,95.4843787119982,112.2749634004687
65,92.3542186352448,108.6776250767897
66,89.10160031328124,104.92091675940219
67,85.74016039247775,101.01967470996993
68,82.28386932444333,96.98958809299637
69,78.74696887073767,92.84713750743757
70,75.14391308426603,88.6095185774415
71,71.48931297889638,84.29455235695359
72,67.79788404749277,79.92058488165902
73,64.08439467726099,75.50637851553134
74,60.36361241086691,71.07099752774096
75,56.65024442154447,66.63368955307048
76,52.958869102324776,62.213763339178605
77,49.303857340490424,57.83046163060704
78,45.69928411337394,53.50282664945102
79,42.15883250220768,49.249555103425706
80,38.69569264116852,45.08884042064008
81,35.3224579717284,41.038201919985504
82,32.05102128844963,37.11430325311368
83,28.89247362997952,33.33276460086197
84,25.85700934798086,29.707974025444944
85,22.953839929391936,26.252903324026214
86,20.19111759421075,22.978933316063856
87,17.575868318497882,19.89569303539232
88,15.113933379896634,17.01091709414566
89,12.809918696910124,14.33032585022622
90,10.667151824953685,11.85753372474602
91,8.687647277045011,9.593991509315034
92,6.872081564043563,7.538968356982275
93,5.219779677012985,5.689578045957605
94,3.72871467713694,4.0408519396362
95,2.3955219216620205,2.5858583703031806
96,1.2155293450936033,1.3158657482784912
97,0.1828049621829267,0.2205448127785447
98,-0.7097775784213936,-0.7117961875227264
99,-1.4704545851033897,-1.493951116325344
