Frame,Knee_Angle,Hip_Angle
0,-0.41625399584417194,-2.129311872208876
1,0.636945847962083,-0.6784003771288937
2,1.7137969572928267,0.8140791522544683
3,2.8315817613069165,2.3629691406630564
4,4.0084265144175495,3.9841485388144258
5,5.262715436459461,5.693983596756233
6,6.612515866853592,7.508774885465964
7,8.075032776224264,9.444222383675005
8,9.666107721241389,11.514926645880172
9,11.399774750059013,13.733940055525741
10,13.287883397985276,16.112378238786196
11,15.339796154535035,18.6590981759453
12,17.562164358152224,21.380447018407303
13,19.958782819157047,24.280084047395587
14,22.530520400847724,27.358876679522933
15,25.27532177819159,30.614869536607866
16,28.18827449168655,34.043323770725586
17,31.26173482728102,37.63682198653541
18,34.485505778571984,41.385431581806046
19,37.84706033932706,45.27691645173823
20,41.3318034301963,49.29698523290177
21,44.92336540815078,53.42956440075632
22,48.60391898800341,57.65708568726577
23,52.35450980157684,61.96077813495729
24,56.15538954752954,66.3209556421774
25,59.98634053935256,70.71729209143564
26,63.82698174863509,75.12907842969118
27,67.65704878810719,79.53545859474507
28,71.45664292487817,83.91564307751722
29,75.2064465789119,88.24909990686794
30,78.88790450566557,92.5157230939869
31,82.48337072415437,96.69597843409977
32,85.9762213499322,100.7710265752596
33,89.35093353170234,104.72282378926462
34,92.59313143746185,108.53420156398938
35,95.68960178822176,112.18892628906
36,98.62828313453234,115.67174002357149
37,101.39823419695394,118.96838355855535
38,103.98958705376144,122.06560425002537
39,106.39349102539258,124.95115286348685
40,108.60205263353531,127.61377495524614
41,110.60827559565439,130.04320237186133
42,112.4060028305518,132.23014904970447
43,113.98986119041652,134.1663129298856
44,115.35520987107961,135.84438342051504
45,116.49809439141002,137.25805219921057
46,117.41520829338322,138.4020245636567
47,118.10386403794591,139.27202899262878
48,118.56197398209594,139.86482369986444
49,118.78804267588369,140.17820005144964
50,118.78117258979063,140.21098320766492
51,118.54108548323227,139.9630302044946
52,118.06816006996542,139.43522533008533
53,117.36348372907186,138.62947259452872
54,116.42891296000496,137.5486855264572
55,115.26713536187931,136.19677511602018
56,113.88172574115964,134.57863694524798
57,112.27719018985276,132.70013836140745
58,110.45899381474129,130.56810637869174
59,108.4335697583849,128.19031699915658
60,106.20830924233567,125.57548657758139
61,103.79153451923061,122.73326562717367
62,101.19245848359111,119.67423511729447
63,98.42113589261433,116.40990466078945
64,95.48841147554235,112.95271101883954
65,92.40586963321566,109.31601458415132
66,89.18578920697723,105.51409124646705
67,85.84110536412372,101.56211686796819
68,82.38537921049783,97.4761411344959
69,78.83277417163885,93.27304724374328
70,75.19803652788514,88.97049432745827
71,71.49647628341913,84.58684053530425
72,67.7439441713948,80.14104588687425
73,63.956800577268424,75.65255537718383
74,60.15187180339521,71.14116460351549
75,56.34638847933154,66.62687185786515
76,52.557900715737915,62.1297211993993
77,48.80416529937974,57.66964020599548
78,45.10300187037245,53.26627473752962
79,41.472117264819,48.93882201885393
80,37.92889965512431,44.70586282547765
81,34.49018671020953,40.58519337173712
82,31.172014691787997,36.59365751655242
83,27.989357736509884,32.74697980425986
84,24.955867983834835,29.05959954362955
85,22.083627533720296,25.54450621810097
86,19.382922558520367,22.213077768549446
87,16.86204837100018,19.07492563642487
88,14.527152192101859,16.137753098905275
89,12.382118437181276,13.407235422533413
90,10.428500147310967,10.886930878119546
91,8.66549980292501,8.578230347880648
92,7.090002853691183,6.480350647613845
93,5.6966674118863,4.5903737344296704
94,4.478072880941002,2.903331260200566
95,3.424927922836995,1.4123316685378426
96,2.5263340850955904,0.10872531554926765
97,1.770096833345022,-1.017698144921244
98,1.1430720796862983,-1.978486776494243
99,0.6315338536499645,-2.7862849006333597
