Frame,Knee_Angle,Hip_Angle
0,-0.39290239951152506,-1.8375843336960511
1,0.5990655320328666,-0.4675345644294959
2,1.6206004117043806,0.9291881154803588
3,2.689681835462657,2.369937425441586
4,3.824960606598883,3.8732663026427847
5,5.04512744091629,5.458343793639747
6,6.36831007486058,7.144361282146609
7,7.811523363237321,8.949949793420947
8,9.390190005776866,10.892627732509158
9,11.11774203254345,12.988295054405688
10,13.005306503187555,15.250786056661276
11,15.061473991695788,17.691489482982604
12,17.292145464336905,20.31904217211371
13,19.700451541568935,23.13910101018734
14,22.28673711601756,26.154196337701322
15,25.04860349413911,29.363667160466637
16,27.980999790499947,32.76367473439581
17,31.076355535772326,36.347287736755824
18,34.32474734829227,40.104630542430755
19,37.71409373676849,44.02308602364456
20,41.23037322767793,48.08754461926322
21,44.85786165058637,52.280691148812416
22,48.57938447187689,56.58331995379404
23,52.37657991638092,60.974668208667524
24,56.23016862014958,65.4327574655241
25,60.12022553139162,69.93473479996155
26,64.02644936376669,74.45720650811587
27,67.92842428534541,78.97655817218079
28,71.80586816440591,83.46925498103562
29,75.63886161878527,87.91211636202613
30,79.40805220708478,92.28256003736718
31,83.09482875281631,96.55881241280815
32,86.68146233778069,100.72008407051554
33,90.1512124377906,104.74671077093237
34,93.48839838217711,108.62026181576836
35,96.67843790696548,112.32361870812653
36,99.70785635056495,115.84102745556147
37,102.56427179866962,119.15812759531381
38,105.23636273492845,122.26196040115974
39,107.7138252747906,125.14095827650002
40,109.98732696085574,127.78491748060401
41,112.04846354674312,130.1849568595466
42,113.88972425640642,132.33346536750514
43,115.50446977700095,134.2240404908653
44,116.88692596956096,135.85141887301955
45,118.03219507924365,137.21140049905034
46,118.9362848541754,138.30076900224444
47,119.59615407884226,139.11721222059987
48,120.00977050849752,139.6592480386724
49,120.17617443633306,139.92616038299036
50,120.09553889771449,139.9179492213733
51,119.7692166422763,139.63529692860163
52,119.19976504708725,139.07955167832884
53,118.39094301229403,138.2527268889356
54,117.34767748955662,137.15751466041107
55,116.07600017674233,135.79731086987547
56,114.58295666569975,134.17624978127114
57,112.87649184644984,132.29924602867678
58,110.96531735984163,130.1720415396884
59,108.8587690152341,127.80125486683981
60,106.56666372932298,125.19443086824015
61,104.09916640913134,122.36008950021596
62,101.46667702483461,119.30777306014345
63,98.67974654157317,116.04809107206295
64,95.74902740875595,112.59276112589541
65,92.68526047308104,108.95464281667847
66,89.49929626915599,105.14776096466497
67,86.20214532172953,101.18731362722305
68,82.80504963145562,97.0896600223139
69,79.31956577495573,92.87228367741731
70,75.75764884605634,88.55372722415507
71,72.13172579988273,84.15349714983829
72,68.45474689397102,79.69193913681288
73,64.74020547936841,75.19008701699245
74,61.00211992341599,70.66949018666428
75,57.25497633820181,66.15202476944438
76,53.513635216137274,61.659692817545725
77,49.79320759447609,57.21441226912263
78,46.108907232482586,52.837799217839525
79,42.475885619024254,48.55094371961649
80,38.90905684671603,44.374180639165196
81,35.422919114194485,40.326857379354436
82,32.03137874207573,36.42710047879374
83,28.74758153298233,32.69158338219076
84,25.58375538508953,29.13529868671366
85,22.55106719638497,25.771339747913004
86,19.65949618580849,22.610698116450667
87,16.917725012125356,19.662084479886452
88,14.333049696434587,16.931781486701983
89,11.911309183436805,14.42353680261981
90,9.656834988781887,12.138503705846627
91,7.572420614087034,10.075234693274952
92,5.659309683171537,8.229731767218915
93,3.9172015770301063,6.595555851701078
94,2.3442735897653173,5.16399670150461
95,0.9372187502402544,3.9243028223680043
96,-0.30870159534836766,2.8639679668198186
97,-1.399591086938596,1.9690669880590919
98,-2.3428374513835255,1.2246297192383615
99,-3.147016441614686,0.6150377662870324
